c,f,p,course deg,knots,alt ft,hdop,sats,loc age,lat,lng,chars proc,fail checksum,date,time
26.9,80.42,99396,0,0,643,144,5,955,40.397858,-89.247704,8043,0,5/13/2022,13:22:36
26.8,80.24,99393,0,0,631,144,5,300,40.397858,-89.247696,10400,1,5/13/2022,13:22:44
26.8,80.24,99386,0,0,630,144,5,392,40.397858,-89.247696,12788,1,5/13/2022,13:22:51
26.6,79.88,99363,0,0,629,145,5,483,40.397854,-89.247696,15176,1,5/13/2022,13:22:58
26.8,80.24,99387,0,0,634,99,8,564,40.397861,-89.247696,17627,1,5/13/2022,13:23:05
26.5,79.7,99273,0,0,638,99,8,652,40.397865,-89.247696,20120,1,5/13/2022,13:23:12
27.2,80.96,99427,0,0,640,99,8,744,40.397873,-89.247704,22613,1,5/13/2022,13:23:19
26.7,80.06,99392,0,0,644,112,6,867,40.397861,-89.247711,25126,1,5/13/2022,13:23:26
26.5,79.7,99390,0,0,650,100,8,228,40.397865,-89.247719,27652,2,5/13/2022,13:23:34
26.3,79.34,99385,0,0,655,100,8,407,40.397865,-89.247719,30183,2,5/13/2022,13:23:41
26.3,79.34,99391,0,0,659,100,8,496,40.397865,-89.247726,32716,2,5/13/2022,13:23:48
26.1,78.98,99393,0,0,669,100,8,589,40.397858,-89.247719,35275,2,5/13/2022,13:23:55
25.9,78.62,99412,0,0,662,100,8,681,40.397861,-89.247719,37834,2,5/13/2022,13:24:02
25.8,78.44,99412,0,0,663,90,9,763,40.397861,-89.247719,40402,2,5/13/2022,13:24:09
25.8,78.44,99408,0,0,662,90,9,902,40.397869,-89.247719,42972,2,5/13/2022,13:24:16
25.7,78.26,99361,0,0,658,90,9,262,40.397873,-89.247719,45542,4,5/13/2022,13:24:24
26,78.8,99429,0,0,659,90,9,419,40.397873,-89.247719,48142,4,5/13/2022,13:24:31
25.9,78.62,99458,0,0,659,90,9,510,40.397873,-89.247726,50708,4,5/13/2022,13:24:38
25.3,77.54,99322,0,0,658,90,9,611,40.397873,-89.247734,53276,4,5/13/2022,13:24:45
26,78.8,99453,0,0,657,90,9,706,40.397873,-89.247734,55840,4,5/13/2022,13:24:52
25.8,78.44,99353,298,0,652,90,9,793,40.397869,-89.247726,58414,4,5/13/2022,13:24:59
26.4,79.52,99471,298,0,648,90,9,953,40.397873,-89.247719,60975,5,5/13/2022,13:25:06
26.6,79.88,99480,298,0,653,90,10,305,40.397873,-89.247719,63577,6,5/13/2022,13:25:14
26.2,79.16,99228,245,0,655,87,11,427,40.397865,-89.247719,66187,6,5/13/2022,13:25:21
27.2,80.96,99445,245,0,656,85,11,522,40.397865,-89.247719,68923,6,5/13/2022,13:25:28
26.4,79.52,99227,216,1,655,95,10,599,40.397858,-89.247719,71563,6,5/13/2022,13:25:35
26.5,79.7,99200,318,0,658,104,8,707,40.397873,-89.247719,74563,6,5/13/2022,13:25:42
26.6,79.88,99221,318,0,653,129,6,922,40.397919,-89.247643,80208,7,5/13/2022,13:25:56
26.8,80.24,99249,318,0,654,473,4,294,40.397892,-89.24765,83381,8,5/13/2022,13:26:04
27,80.6,99243,318,0,647,128,7,525,40.397907,-89.247635,86575,8,5/13/2022,13:26:11
27,80.6,99226,1,0,647,141,5,629,40.397923,-89.247627,89768,8,5/13/2022,13:26:18
27,80.6,99217,1,0,647,177,6,718,40.397915,-89.247643,92852,8,5/13/2022,13:26:25
27.7,81.86,99475,1,0,659,90,9,801,40.397873,-89.247681,96010,8,5/13/2022,13:26:32
26.6,79.88,99255,1,0,658,157,6,176,40.397869,-89.247681,99149,9,5/13/2022,13:26:40
27,80.6,99474,1,0,653,452,4,431,40.397877,-89.247673,102262,10,5/13/2022,13:26:47
26.6,79.88,99474,0,0,647,232,6,273,40.397888,-89.247665,3153,2,5/13/2022,13:27:00
26,78.8,99473,0,0,646,175,6,120,40.397873,-89.247673,3153,1,5/13/2022,13:27:16
26,78.8,99468,0,0,645,889,7,449,40.397869,-89.247688,6312,1,5/13/2022,13:27:23
25.8,78.44,99477,0,0,645,146,7,552,40.397858,-89.247719,9444,1,5/13/2022,13:27:30
25.4,77.72,99242,250,0,629,163,8,683,40.397781,-89.247917,15633,1,5/13/2022,13:27:44
25.4,77.72,99236,251,0,625,175,7,777,40.397781,-89.247871,18849,1,5/13/2022,13:27:51
26.6,79.88,99460,251,0,630,122,8,921,40.3978,-89.247856,21889,2,5/13/2022,13:27:58
26,78.8,99214,194,0,637,154,8,282,40.397873,-89.247795,24893,2,5/13/2022,13:28:06
26.4,79.52,99208,194,0,638,95,10,500,40.397884,-89.247772,27511,2,5/13/2022,13:28:13
27,80.6,99214,194,0,646,86,11,593,40.397877,-89.247749,30093,2,5/13/2022,13:28:20
27.3,81.14,99380,194,0,648,91,10,685,40.397881,-89.247734,32679,2,5/13/2022,13:28:27
27.1,80.78,99459,121,0,649,86,11,778,40.397877,-89.247734,35321,2,5/13/2022,13:28:34
26.5,79.7,99176,121,0,648,86,11,923,40.397881,-89.247719,38229,3,5/13/2022,13:28:39
27,80.6,99184,121,0,646,86,11,290,40.397884,-89.247711,40976,4,5/13/2022,13:28:47
27.3,81.14,99288,173,0,647,86,11,450,40.397881,-89.247711,43721,4,5/13/2022,13:28:54
27.6,81.68,99486,209,0,648,91,10,546,40.397877,-89.247719,46472,4,5/13/2022,13:29:01
27,80.6,99491,209,0,646,98,9,643,40.397877,-89.247719,49209,4,5/13/2022,13:29:08
26.5,79.7,99489,209,0,645,86,11,733,40.397873,-89.247726,51952,4,5/13/2022,13:29:15
26.3,79.34,99489,209,0,644,86,11,856,40.397869,-89.247719,54695,4,5/13/2022,13:29:22
26.1,78.98,99483,209,0,642,86,11,215,40.397865,-89.247719,57436,5,5/13/2022,13:29:30
25.9,78.62,99488,209,0,643,86,11,449,40.397861,-89.247719,60189,5,5/13/2022,13:29:37
25.8,78.44,99475,209,0,643,86,11,543,40.397861,-89.247719,62942,5,5/13/2022,13:29:44
25.7,78.26,99487,209,0,643,97,10,643,40.397858,-89.247711,65693,5,5/13/2022,13:29:51
25.5,77.9,99489,209,0,640,97,10,734,40.397861,-89.247711,68436,5,5/13/2022,13:29:58
25.3,77.54,99480,209,0,638,86,11,857,40.397861,-89.247711,71187,5,5/13/2022,13:30:05
25.1,77.18,99485,209,0,638,86,11,219,40.397858,-89.247711,73937,6,5/13/2022,13:30:13
25.1,77.18,99494,209,0,639,86,11,454,40.397854,-89.247719,76690,6,5/13/2022,13:30:20
25,77,99486,209,0,639,86,11,548,40.397858,-89.247711,79445,6,5/13/2022,13:30:27
24.7,76.46,99377,209,0,641,93,10,658,40.397858,-89.247711,82200,6,5/13/2022,13:30:34
24.8,76.64,99382,209,0,639,96,11,751,40.397865,-89.247704,84951,6,5/13/2022,13:30:41
24.9,76.82,99375,209,0,642,86,11,880,40.397865,-89.247711,87714,6,5/13/2022,13:30:48
25,77,99368,209,0,643,86,11,240,40.397865,-89.247711,90477,7,5/13/2022,13:30:56
25,77,99268,263,0,642,88,10,458,40.397873,-89.247711,93240,7,5/13/2022,13:31:03
25.6,78.08,99453,242,0,645,86,11,560,40.397865,-89.247711,96003,7,5/13/2022,13:31:10
25.6,78.08,99437,242,0,647,86,11,650,40.397861,-89.247711,98766,7,5/13/2022,13:31:17
25.7,78.26,99438,242,0,645,86,11,746,40.397858,-89.247704,101405,7,5/13/2022,13:31:24
25.7,78.26,99415,348,0,644,88,10,877,40.397869,-89.247696,104021,7,5/13/2022,13:31:31
25.7,78.26,99408,348,0,642,86,11,240,40.397869,-89.247696,106637,8,5/13/2022,13:31:39
25.8,78.44,99436,348,0,645,86,11,433,40.397865,-89.247696,109217,8,5/13/2022,13:31:46
25.7,78.26,99432,348,0,644,86,11,530,40.397873,-89.247696,111787,8,5/13/2022,13:31:53
25.6,78.08,99424,348,0,645,97,10,627,40.397877,-89.247704,114373,8,5/13/2022,13:32:00
25.7,78.26,99448,348,0,647,92,9,726,40.397869,-89.247711,116937,8,5/13/2022,13:32:07
25.6,78.08,99426,348,0,650,87,11,814,40.397865,-89.247719,119505,8,5/13/2022,13:32:14
25.8,78.44,99447,348,0,649,92,9,178,40.397865,-89.247726,122210,9,5/13/2022,13:32:22
25.7,78.26,99442,307,0,649,92,9,446,40.397861,-89.247749,124941,9,5/13/2022,13:32:29
25.8,78.44,99447,286,0,638,89,10,538,40.397869,-89.247765,127674,9,5/13/2022,13:32:36
25.8,78.44,99447,286,0,647,93,9,632,40.397861,-89.247765,130408,9,5/13/2022,13:32:43
25.9,78.62,99459,209,0,659,92,9,724,40.39785,-89.247734,133160,9,5/13/2022,13:32:50
25.9,78.62,99447,209,0,666,89,10,845,40.397839,-89.247734,135875,9,5/13/2022,13:32:57
25.9,78.62,99446,209,0,663,89,10,236,40.397842,-89.247734,138594,10,5/13/2022,13:33:05
25.9,78.62,99447,209,0,653,89,10,445,40.397854,-89.247726,141337,10,5/13/2022,13:33:12
25.9,78.62,99444,234,0,651,92,9,545,40.397854,-89.247734,144086,10,5/13/2022,13:33:19
25.9,78.62,99448,234,0,650,89,10,637,40.397854,-89.247726,146819,10,5/13/2022,13:33:26
26,78.8,99451,234,0,651,89,10,742,40.39785,-89.247726,149542,10,5/13/2022,13:33:33
26,78.8,99446,234,0,645,89,10,868,40.397854,-89.247719,152265,10,5/13/2022,13:33:40
26.1,78.98,99452,234,0,648,89,10,264,40.397854,-89.247719,154982,11,5/13/2022,13:33:48
26.1,78.98,99456,234,0,649,92,10,458,40.397854,-89.247719,157747,11,5/13/2022,13:33:55
26.2,79.16,99461,234,0,647,92,9,553,40.397858,-89.247719,160517,11,5/13/2022,13:34:02
26.2,79.16,99462,234,0,648,105,8,652,40.397861,-89.247719,163291,11,5/13/2022,13:34:09
26.2,79.16,99463,234,0,648,92,9,747,40.397861,-89.247719,166075,11,5/13/2022,13:34:16
26.1,78.98,99465,234,0,646,92,9,880,40.397861,-89.247719,168849,11,5/13/2022,13:34:23
26,78.8,99462,234,0,645,89,10,243,40.397861,-89.247719,171618,12,5/13/2022,13:34:31
25.9,78.62,99469,234,0,648,92,9,472,40.397861,-89.247726,174394,12,5/13/2022,13:34:38
25.8,78.44,99469,234,0,650,92,9,565,40.397858,-89.247726,177162,12,5/13/2022,13:34:45
25.7,78.26,99468,234,0,647,89,10,657,40.397858,-89.247719,179948,12,5/13/2022,13:34:52
25.7,78.26,99472,234,0,654,89,10,754,40.397854,-89.247719,182736,12,5/13/2022,13:34:59
25.8,78.44,99477,234,0,659,92,9,906,40.39785,-89.247719,185451,12,5/13/2022,13:35:06
25.9,78.62,99478,234,0,656,92,9,271,40.397854,-89.247726,188161,13,5/13/2022,13:35:14
25.8,78.44,99482,234,0,656,89,10,450,40.39785,-89.247719,190870,13,5/13/2022,13:35:21
25.8,78.44,99469,234,0,656,89,10,547,40.397854,-89.247726,193587,13,5/13/2022,13:35:28
25.7,78.26,99474,234,0,655,92,9,646,40.397858,-89.247734,196300,13,5/13/2022,13:35:35
25.8,78.44,99485,234,0,658,92,9,748,40.397854,-89.247726,199011,13,5/13/2022,13:35:42
25.8,78.44,99470,234,0,658,93,9,875,40.397854,-89.247726,201714,13,5/13/2022,13:35:49
25.8,78.44,99475,234,0,659,93,9,247,40.397854,-89.247726,204423,14,5/13/2022,13:35:57
25.9,78.62,99466,234,0,659,93,9,453,40.397854,-89.247726,207136,14,5/13/2022,13:36:04
25.9,78.62,99469,234,0,658,93,9,541,40.397854,-89.247726,209914,14,5/13/2022,13:36:11
25.9,78.62,99460,234,0,657,93,9,634,40.397854,-89.247726,212692,14,5/13/2022,13:36:18
26,78.8,99479,234,0,661,93,9,735,40.39785,-89.247726,215430,14,5/13/2022,13:36:25
26,78.8,99464,234,0,662,93,9,858,40.39785,-89.247734,218131,14,5/13/2022,13:36:32
26.1,78.98,99491,234,0,660,93,9,227,40.39785,-89.247734,220894,14,5/13/2022,13:36:40
26.1,78.98,99470,234,0,658,93,9,458,40.397854,-89.247742,223662,14,5/13/2022,13:36:47
26,78.8,99465,234,0,659,105,8,550,40.39785,-89.247734,226430,14,5/13/2022,13:36:54
26.1,78.98,99470,234,0,659,105,8,652,40.39785,-89.247742,229198,14,5/13/2022,13:37:01
26,78.8,99467,234,0,657,105,8,748,40.397854,-89.247749,231956,14,5/13/2022,13:37:08
26.1,78.98,99485,234,0,661,105,8,881,40.397846,-89.247749,234714,14,5/13/2022,13:37:15
26,78.8,99476,234,0,663,105,8,249,40.397846,-89.247742,237475,15,5/13/2022,13:37:23
26,78.8,99470,234,0,665,105,8,447,40.39785,-89.247749,240168,15,5/13/2022,13:37:30
26,78.8,99471,234,0,668,105,8,546,40.397846,-89.247749,242861,15,5/13/2022,13:37:37
26,78.8,99477,234,0,664,105,8,643,40.397842,-89.247734,245554,15,5/13/2022,13:37:44
26.1,78.98,99483,234,0,668,105,8,739,40.397839,-89.247719,248247,15,5/13/2022,13:37:51
26.1,78.98,99473,234,0,665,105,8,859,40.397846,-89.247726,250940,15,5/13/2022,13:37:58
26,78.8,99472,234,0,660,105,8,232,40.39785,-89.247719,253647,16,5/13/2022,13:38:06
26,78.8,99462,180,0,653,105,8,446,40.397854,-89.247719,256352,16,5/13/2022,13:38:13
26,78.8,99470,180,0,648,105,8,547,40.397861,-89.247726,259045,16,5/13/2022,13:38:20
25.9,78.62,99462,180,0,643,105,8,642,40.397865,-89.247726,261738,16,5/13/2022,13:38:27
26,78.8,99465,180,0,639,105,8,738,40.397869,-89.247726,264470,16,5/13/2022,13:38:34
25.9,78.62,99468,180,0,638,105,8,865,40.397869,-89.247726,267228,16,5/13/2022,13:38:41
25.9,78.62,99467,180,0,637,105,8,235,40.397869,-89.247726,269988,17,5/13/2022,13:38:49
25.8,78.44,99441,180,0,636,113,7,462,40.397877,-89.247719,272731,17,5/13/2022,13:38:56
25.6,78.08,99403,80,2,637,105,8,544,40.397888,-89.247681,275472,17,5/13/2022,13:39:03
25.7,78.26,99431,60,0,631,105,8,650,40.397919,-89.247635,278292,17,5/13/2022,13:39:10
25.7,78.26,99430,60,0,629,105,8,746,40.397926,-89.247635,281100,17,5/13/2022,13:39:17
25.7,78.26,99395,330,1,632,105,8,875,40.397964,-89.247665,283928,17,5/13/2022,13:39:24
25.9,78.62,99458,330,0,632,105,8,242,40.397972,-89.247696,286725,18,5/13/2022,13:39:32
25.7,78.26,99456,128,1,630,105,8,465,40.397934,-89.247658,289559,18,5/13/2022,13:39:39
25.7,78.26,99464,128,0,625,105,8,559,40.397919,-89.247635,292357,18,5/13/2022,13:39:46
25.6,78.08,99465,128,0,631,105,8,657,40.397915,-89.247635,295145,18,5/13/2022,13:39:53
25.6,78.08,99467,128,0,632,105,8,756,40.397915,-89.247635,297933,18,5/13/2022,13:40:00
25.7,78.26,99464,128,0,635,103,9,895,40.397911,-89.247635,300756,18,5/13/2022,13:40:07
25.6,78.08,99461,128,0,631,103,9,291,40.397911,-89.247635,303581,19,5/13/2022,13:40:15
25.6,78.08,99462,128,0,629,103,9,480,40.397915,-89.247627,306408,19,5/13/2022,13:40:22
25.6,78.08,99463,128,0,626,103,9,574,40.397919,-89.247627,309231,19,5/13/2022,13:40:29
25.6,78.08,99456,128,0,626,103,9,669,40.397919,-89.247635,312054,19,5/13/2022,13:40:36
25.5,77.9,99466,128,0,625,103,9,765,40.397923,-89.247627,314877,19,5/13/2022,13:40:43
25.6,78.08,99464,128,0,623,103,9,924,40.39793,-89.247627,317706,20,5/13/2022,13:40:50
25.6,78.08,99466,128,0,625,103,9,293,40.39793,-89.24762,320534,21,5/13/2022,13:40:58
25.6,78.08,99470,128,0,626,103,9,478,40.39793,-89.24762,323357,21,5/13/2022,13:41:05
25.6,78.08,99458,128,0,629,103,9,573,40.397926,-89.247627,326180,21,5/13/2022,13:41:12
25.6,78.08,99459,128,0,629,103,9,668,40.397926,-89.247627,329058,21,5/13/2022,13:41:19
25.5,77.9,99471,128,0,631,103,9,763,40.397923,-89.247627,331936,21,5/13/2022,13:41:26
25.5,77.9,99468,128,0,630,103,9,912,40.397923,-89.247627,334816,22,5/13/2022,13:41:33
25.6,78.08,99469,128,0,631,103,9,281,40.397926,-89.247627,337693,23,5/13/2022,13:41:41
25.5,77.9,99469,128,0,631,103,9,486,40.397923,-89.247627,340571,23,5/13/2022,13:41:48
25.5,77.9,99464,128,0,634,103,9,583,40.397923,-89.247627,343449,23,5/13/2022,13:41:55
25.6,78.08,99460,128,0,633,103,9,680,40.397923,-89.247627,346327,23,5/13/2022,13:42:02
25.6,78.08,99471,128,0,632,103,9,783,40.397923,-89.247635,349213,23,5/13/2022,13:42:09
25.6,78.08,99468,128,0,631,103,9,926,40.397926,-89.247627,352096,24,5/13/2022,13:42:16
25.6,78.08,99463,128,0,632,103,9,293,40.397923,-89.247627,354973,24,5/13/2022,13:42:24
25.6,78.08,99467,128,0,632,103,9,491,40.397923,-89.247627,357851,24,5/13/2022,13:42:31
25.7,78.26,99463,128,0,632,103,9,587,40.397923,-89.247627,360729,24,5/13/2022,13:42:38
25.6,78.08,99467,128,0,631,103,9,684,40.397926,-89.247635,363607,24,5/13/2022,13:42:45
25.6,78.08,99473,128,0,632,103,9,783,40.397926,-89.247635,366485,24,5/13/2022,13:42:52
25.6,78.08,99467,128,0,631,103,9,931,40.397926,-89.247635,369365,25,5/13/2022,13:42:59
25.5,77.9,99471,128,0,632,103,9,300,40.397923,-89.247635,372245,26,5/13/2022,13:43:07
25.6,78.08,99473,128,0,633,102,9,488,40.397923,-89.247635,375125,26,5/13/2022,13:43:14
25.6,78.08,99472,128,0,633,102,9,584,40.397919,-89.247635,378003,26,5/13/2022,13:43:21
25.6,78.08,99469,128,0,633,102,9,682,40.397919,-89.247635,380881,26,5/13/2022,13:43:28
25.6,78.08,99468,128,0,634,102,9,781,40.397919,-89.247635,383759,26,5/13/2022,13:43:35
25.6,78.08,99469,128,0,633,102,9,925,40.397923,-89.247627,386637,27,5/13/2022,13:43:42
25.5,77.9,99475,128,0,634,102,9,291,40.397923,-89.247627,389515,28,5/13/2022,13:43:50
25.6,78.08,99476,128,0,633,102,9,488,40.397926,-89.247627,392393,28,5/13/2022,13:43:57
25.6,78.08,99484,128,0,631,82,10,588,40.39793,-89.247627,395273,28,5/13/2022,13:44:04
25.6,78.08,99477,128,0,629,82,10,686,40.39793,-89.247627,398161,28,5/13/2022,13:44:11
25.6,78.08,99487,128,0,629,82,10,784,40.397923,-89.247627,401049,28,5/13/2022,13:44:18
25.6,78.08,99490,128,0,628,82,10,926,40.397923,-89.247627,403939,29,5/13/2022,13:44:25
25.5,77.9,99484,128,0,628,91,9,298,40.397926,-89.247627,406832,30,5/13/2022,13:44:33
25.5,77.9,99483,128,0,628,82,10,486,40.397923,-89.247627,409718,30,5/13/2022,13:44:40
25.5,77.9,99485,128,0,628,82,10,586,40.397923,-89.247627,412606,30,5/13/2022,13:44:47
25.5,77.9,99479,128,0,640,82,10,674,40.397919,-89.247635,415504,30,5/13/2022,13:44:54
25.4,77.72,99458,128,0,654,82,10,769,40.397903,-89.247643,418402,30,5/13/2022,13:45:01
24.8,76.64,99398,128,0,661,93,9,922,40.397896,-89.247643,421290,31,5/13/2022,13:45:08
24.8,76.64,99375,128,0,667,93,9,293,40.397884,-89.247635,424175,31,5/13/2022,13:45:16
25.2,77.36,99465,321,1,665,82,10,476,40.397907,-89.247643,427089,31,5/13/2022,13:45:23
25.2,77.36,99446,321,0,660,82,10,584,40.397934,-89.247665,429977,31,5/13/2022,13:45:30
25,77,99384,321,0,652,82,10,683,40.397942,-89.247673,432865,31,5/13/2022,13:45:37
25.3,77.54,99385,321,0,654,82,10,777,40.397942,-89.247673,435767,31,5/13/2022,13:45:44
25.2,77.36,99040,26,8,739,82,10,909,40.398109,-89.247627,438745,32,5/13/2022,13:45:51
24.7,76.46,98526,15,15,898,82,10,277,40.398506,-89.247635,441735,33,5/13/2022,13:45:59
24.9,76.82,98201,18,17,1000,82,10,504,40.399021,-89.247543,444714,33,5/13/2022,13:46:06
24.6,76.28,97742,1,5,1112,82,10,608,40.399338,-89.247383,447687,33,5/13/2022,13:46:13
24.3,75.74,97274,357,14,1237,82,10,696,40.399658,-89.247238,450654,33,5/13/2022,13:46:20
22.9,73.22,96404,8,15,1389,82,10,799,40.40012,-89.247108,453633,33,5/13/2022,13:46:27
24.7,76.46,96346,26,19,1554,82,10,115,40.4007,-89.246826,456619,34,5/13/2022,13:46:35
24.8,76.64,95859,17,23,1691,86,9,467,40.401367,-89.24649,459600,34,5/13/2022,13:46:42
24.5,76.1,95398,33,15,1804,82,10,562,40.401909,-89.246307,462563,34,5/13/2022,13:46:49
24.9,76.82,95030,27,24,1943,82,10,657,40.402477,-89.245888,465532,34,5/13/2022,13:46:56
24.7,76.46,94609,13,17,2059,82,10,755,40.403149,-89.24559,468503,34,5/13/2022,13:47:03
25.2,77.36,94284,31,22,2162,82,10,904,40.403801,-89.245316,471483,35,5/13/2022,13:47:10
24.9,76.82,93784,20,15,2293,82,10,304,40.404331,-89.244827,474450,35,5/13/2022,13:47:18
25.5,77.9,93460,43,19,2409,103,8,495,40.404736,-89.244469,477409,35,5/13/2022,13:47:25
24.3,75.74,92709,26,18,2540,86,9,596,40.405331,-89.244049,480370,35,5/13/2022,13:47:32
25.7,78.26,92488,45,18,2687,86,9,690,40.405743,-89.243683,483325,35,5/13/2022,13:47:39
24.5,76.1,91885,18,21,2834,103,9,788,40.406284,-89.243286,486280,35,5/13/2022,13:47:46
25.2,77.36,91648,35,12,2948,86,9,185,40.406796,-89.243118,489232,36,5/13/2022,13:47:54
25.8,78.44,91289,30,17,3078,86,9,431,40.407108,-89.242722,492183,37,5/13/2022,13:48:01
25.9,78.62,90926,23,18,3188,86,9,529,40.407627,-89.242462,495136,37,5/13/2022,13:48:08
25.1,77.18,90114,26,7,3306,86,9,628,40.408016,-89.24231,498089,37,5/13/2022,13:48:15
26.3,79.34,90137,44,13,3422,86,9,719,40.408211,-89.241982,501043,37,5/13/2022,13:48:22
25.9,78.62,89772,48,14,3520,86,9,845,40.408451,-89.241486,504001,37,5/13/2022,13:48:29
25.8,78.44,89465,60,17,3644,86,9,244,40.408806,-89.240799,506967,38,5/13/2022,13:48:37
24.3,75.74,88710,32,9,3755,86,9,486,40.409153,-89.240425,509919,38,5/13/2022,13:48:44
26,78.8,88736,62,13,3870,86,9,583,40.409302,-89.240089,512883,38,5/13/2022,13:48:51
25.9,78.62,88410,50,14,3971,86,9,678,40.409603,-89.239555,515847,38,5/13/2022,13:48:58
24,75.2,87489,26,5,4107,86,9,781,40.409767,-89.23925,518795,38,5/13/2022,13:49:05
25.9,78.62,87602,50,14,4229,86,9,928,40.41011,-89.239014,521757,39,5/13/2022,13:49:12
26,78.8,87213,76,3,4357,86,9,297,40.41021,-89.238663,524707,40,5/13/2022,13:49:20
25.6,78.08,86767,26,10,4468,86,9,488,40.410416,-89.238579,527653,40,5/13/2022,13:49:27
26.1,78.98,86574,67,7,4569,86,9,590,40.410618,-89.238197,530607,40,5/13/2022,13:49:34
25,77,85836,52,1,4673,86,9,684,40.410633,-89.238045,533550,40,5/13/2022,13:49:41
26.1,78.98,85869,42,8,4793,86,9,777,40.410851,-89.237923,536506,40,5/13/2022,13:49:48
26.2,79.16,85539,109,5,4906,86,9,927,40.410851,-89.23764,539476,41,5/13/2022,13:49:55
24.7,76.46,84840,10,6,5027,86,9,302,40.410927,-89.237541,542436,41,5/13/2022,13:50:03
26.7,80.06,84796,103,5,5143,86,9,487,40.410973,-89.237457,545388,41,5/13/2022,13:50:10
26.4,79.52,84554,90,11,5250,86,9,584,40.410915,-89.237038,548352,41,5/13/2022,13:50:17
24.6,76.28,83755,52,1,5363,86,9,683,40.41103,-89.236771,551297,41,5/13/2022,13:50:24
27,80.6,83875,132,7,5460,86,9,777,40.410954,-89.236671,554254,41,5/13/2022,13:50:31
26.4,79.52,83567,88,11,5570,86,9,956,40.410904,-89.236259,557214,42,5/13/2022,13:50:38
25.9,78.62,83223,100,10,5693,86,9,321,40.410854,-89.235649,560177,43,5/13/2022,13:50:46
25.6,78.08,82898,84,12,5805,86,9,498,40.410839,-89.235107,563135,43,5/13/2022,13:50:53
24.2,75.56,82108,121,4,5912,86,9,595,40.410851,-89.23484,566083,43,5/13/2022,13:51:00
26.3,79.34,82226,133,12,6028,86,9,688,40.410686,-89.234642,569044,43,5/13/2022,13:51:07
25.2,77.36,81828,78,8,6154,86,9,823,40.410595,-89.234222,572002,43,5/13/2022,13:51:14
25.4,77.72,81445,132,12,6298,86,9,187,40.410477,-89.233971,574957,44,5/13/2022,13:51:22
24.9,76.82,81163,79,12,6398,86,9,486,40.410442,-89.233513,577911,44,5/13/2022,13:51:29
22.7,72.86,80375,112,4,6503,86,9,587,40.410503,-89.233238,580857,44,5/13/2022,13:51:36
22.6,72.68,79927,151,7,6642,86,9,682,40.410339,-89.232994,583815,44,5/13/2022,13:51:43
23.8,74.84,80034,138,4,6754,86,9,780,40.410095,-89.232773,586775,44,5/13/2022,13:51:50
21.8,71.24,79476,70,10,6892,86,9,952,40.41008,-89.232414,589741,45,5/13/2022,13:51:57
22.3,72.14,79428,144,8,7007,86,9,319,40.409927,-89.231972,592719,46,5/13/2022,13:52:05
22.6,72.68,79106,156,3,7105,86,9,495,40.409786,-89.231888,595674,46,5/13/2022,13:52:12
23,73.4,78798,129,11,7215,86,9,590,40.409565,-89.23175,598638,46,5/13/2022,13:52:19
22.3,72.14,78432,101,2,7317,86,9,697,40.409489,-89.231422,601596,46,5/13/2022,13:52:26
20.9,69.62,77609,181,7,7415,86,9,794,40.409359,-89.231415,604553,46,5/13/2022,13:52:33
23.1,73.58,77919,97,7,7536,86,9,98,40.409138,-89.231087,607519,47,5/13/2022,13:52:41
22.8,73.04,77544,201,5,7644,86,9,433,40.409027,-89.231064,610483,48,5/13/2022,13:52:48
19.3,66.74,76533,130,4,7757,86,9,530,40.408787,-89.230934,613446,48,5/13/2022,13:52:55
19.5,67.1,76389,208,7,7886,86,9,627,40.408615,-89.230949,616403,48,5/13/2022,13:53:02
20.8,69.44,76543,163,8,8003,86,9,727,40.408356,-89.230957,619361,48,5/13/2022,13:53:09
19.5,67.1,75825,154,2,8154,86,9,852,40.40823,-89.230728,622312,48,5/13/2022,13:53:16
17.9,64.22,75306,180,10,8282,86,9,222,40.408035,-89.230843,625269,48,5/13/2022,13:53:24
17.8,64.04,74930,124,11,8415,86,9,481,40.407734,-89.23069,628237,48,5/13/2022,13:53:31
18.4,65.12,74794,208,5,8527,86,9,588,40.407665,-89.230598,631187,48,5/13/2022,13:53:38
20.7,69.26,74863,171,11,8626,86,9,685,40.407383,-89.230682,634161,48,5/13/2022,13:53:45
20.1,68.18,74502,125,2,8757,86,9,792,40.40715,-89.230515,637128,48,5/13/2022,13:53:52
18.4,65.12,73583,180,11,8872,86,9,149,40.406971,-89.230591,640091,49,5/13/2022,13:54:00
20.2,68.36,73814,148,10,9004,86,9,394,40.406605,-89.230446,643058,50,5/13/2022,13:54:07
19.9,67.82,73466,139,4,9136,86,9,504,40.406498,-89.230309,646011,50,5/13/2022,13:54:14
19.6,67.28,73132,207,7,9254,86,9,607,40.406296,-89.230553,648975,50,5/13/2022,13:54:21
17.8,64.04,72497,172,7,9362,86,9,708,40.405952,-89.230576,651939,50,5/13/2022,13:54:28
17.9,64.22,72282,242,8,9478,86,9,802,40.40583,-89.230652,654884,50,5/13/2022,13:54:35
18,64.4,71893,244,9,9601,86,9,170,40.405731,-89.231018,657842,51,5/13/2022,13:54:43
18.5,65.3,71490,254,8,9707,86,9,484,40.405598,-89.231415,660806,51,5/13/2022,13:54:50
17.8,64.04,71020,278,9,9825,80,10,579,40.405613,-89.231758,663768,51,5/13/2022,13:54:57
